#twotheta, yobs, ycal, bkg, diff
1.364000e+001,5.450000e+002,5.740722e+002,6.745119e+001,-2.907219e+001
1.366000e+001,5.560000e+002,6.114712e+002,6.775930e+001,-5.547118e+001
1.368000e+001,5.950000e+002,6.497111e+002,6.806666e+001,-5.471115e+001
1.370000e+001,6.290000e+002,6.885446e+002,6.837326e+001,-5.954458e+001
1.372000e+001,6.760000e+002,7.276973e+002,6.867907e+001,-5.169728e+001
1.374000e+001,7.500000e+002,7.668707e+002,6.898406e+001,-1.687066e+001
1.376000e+001,7.870000e+002,8.057446e+002,6.928821e+001,-1.874465e+001
1.378000e+001,8.230000e+002,8.439812e+002,6.959148e+001,-2.098115e+001
1.380000e+001,8.700000e+002,8.812282e+002,6.989386e+001,-1.122819e+001
1.382000e+001,9.160000e+002,9.171245e+002,7.019532e+001,-1.124485e+000
1.384000e+001,9.600000e+002,9.513046e+002,7.049583e+001,8.695375e+000
1.386000e+001,1.011000e+003,9.834048e+002,7.079536e+001,2.759521e+001
1.388000e+001,1.063000e+003,1.013069e+003,7.109389e+001,4.993107e+001
1.390000e+001,1.089000e+003,1.039955e+003,7.139139e+001,4.904453e+001
1.392000e+001,1.112000e+003,1.063744e+003,7.168783e+001,4.825563e+001
1.394000e+001,1.142000e+003,1.084144e+003,7.198320e+001,5.785556e+001
1.396000e+001,1.161000e+003,1.100901e+003,7.227746e+001,6.009935e+001
1.398000e+001,1.183000e+003,1.113801e+003,7.257058e+001,6.919880e+001
1.400000e+001,1.212000e+003,1.122684e+003,7.286254e+001,8.931620e+001
1.402000e+001,1.190000e+003,1.127409e+003,7.315332e+001,6.259118e+001
1.404000e+001,1.140000e+003,1.127229e+003,7.344289e+001,1.277057e+001
1.406000e+001,1.167000e+003,1.121842e+003,7.373122e+001,4.515816e+001
1.408000e+001,1.186000e+003,1.111017e+003,7.401828e+001,7.498255e+001
1.410000e+001,1.140000e+003,1.094955e+003,7.430405e+001,4.504467e+001
1.412000e+001,1.075000e+003,1.074019e+003,7.458851e+001,9.805876e-001
1.414000e+001,1.045000e+003,1.048655e+003,7.487162e+001,-3.655058e+000
1.416000e+001,1.003000e+003,1.019368e+003,7.515336e+001,-1.636807e+001
1.418000e+001,9.390000e+002,9.867041e+002,7.543370e+001,-4.770412e+001
1.420000e+001,9.080000e+002,9.512301e+002,7.571263e+001,-4.323008e+001
1.422000e+001,8.910000e+002,9.135179e+002,7.599010e+001,-2.251789e+001
1.424000e+001,8.530000e+002,8.741313e+002,7.626610e+001,-2.113129e+001
1.426000e+001,7.950000e+002,8.336152e+002,7.654059e+001,-3.861517e+001
1.428000e+001,7.500000e+002,7.924871e+002,7.681356e+001,-4.248708e+001
1.430000e+001,7.310000e+002,7.512306e+002,7.708498e+001,-2.023056e+001
1.432000e+001,6.670000e+002,7.102900e+002,7.735481e+001,-4.329000e+001
1.434000e+001,6.360000e+002,6.700667e+002,7.762304e+001,-3.406671e+001
1.436000e+001,6.240000e+002,6.309160e+002,7.788963e+001,-6.916048e+000
1.438000e+001,5.870000e+002,5.931456e+002,7.815457e+001,-6.145624e+000
1.440000e+001,5.540000e+002,5.570145e+002,7.841782e+001,-3.014490e+000
1.442000e+001,5.110000e+002,5.227333e+002,7.867936e+001,-1.173326e+001
1.444000e+001,4.700000e+002,4.904651e+002,7.893916e+001,-2.046513e+001
1.446000e+001,4.470000e+002,4.603278e+002,7.919719e+001,-1.332782e+001
1.448000e+001,4.390000e+002,4.323962e+002,7.945344e+001,6.603810e+000
1.450000e+001,4.090000e+002,4.067056e+002,7.970786e+001,2.294434e+000
1.452000e+001,3.870000e+002,3.832556e+002,7.996045e+001,3.744429e+000
1.454000e+001,3.720000e+002,3.620143e+002,8.021116e+001,9.985660e+000
1.456000e+001,3.550000e+002,3.429230e+002,8.045998e+001,1.207703e+001
1.458000e+001,3.510000e+002,3.259000e+002,8.070688e+001,2.509996e+001
1.460000e+001,3.400000e+002,3.108461e+002,8.095183e+001,2.915387e+001
1.462000e+001,3.180000e+002,2.976482e+002,8.119480e+001,2.035185e+001
1.464000e+001,2.880000e+002,2.861834e+002,8.143578e+001,1.816585e+000
1.466000e+001,2.840000e+002,2.763234e+002,8.167472e+001,7.676636e+000
1.468000e+001,2.790000e+002,2.679369e+002,8.191161e+001,1.106308e+001
1.470000e+001,2.830000e+002,2.608934e+002,8.214643e+001,2.210664e+001
1.472000e+001,2.820000e+002,2.550648e+002,8.237913e+001,2.693520e+001
1.474000e+001,2.670000e+002,2.503281e+002,8.260971e+001,1.667186e+001
1.476000e+001,2.730000e+002,2.465667e+002,8.283812e+001,2.643334e+001
1.478000e+001,2.700000e+002,2.436712e+002,8.306436e+001,2.632885e+001
1.480000e+001,2.680000e+002,2.415407e+002,8.328842e+001,2.645931e+001
1.482000e+001,2.530000e+002,2.400831e+002,8.351031e+001,1.291690e+001
1.484000e+001,2.310000e+002,2.392151e+002,8.373003e+001,-8.215078e+000
1.486000e+001,2.380000e+002,2.388621e+002,8.394761e+001,-8.621133e-001
1.488000e+001,2.390000e+002,2.389582e+002,8.416303e+001,4.176556e-002
1.490000e+001,2.160000e+002,2.394456e+002,8.437632e+001,-2.344559e+001
1.492000e+001,2.210000e+002,2.402739e+002,8.458748e+001,-1.927392e+001
1.494000e+001,2.330000e+002,2.414000e+002,8.479651e+001,-8.400004e+000
1.496000e+001,2.350000e+002,2.427870e+002,8.500343e+001,-7.786982e+000
1.498000e+001,2.460000e+002,2.444038e+002,8.520824e+001,1.596239e+000
1.500000e+001,2.450000e+002,2.462244e+002,8.541096e+001,-1.224371e+000
1.502000e+001,2.610000e+002,2.482274e+002,8.561158e+001,1.277264e+001
1.504000e+001,2.750000e+002,2.503952e+002,8.581011e+001,2.460477e+001
1.506000e+001,2.450000e+002,2.527139e+002,8.600657e+001,-7.713899e+000
1.508000e+001,2.310000e+002,2.551723e+002,8.620096e+001,-2.417225e+001
1.510000e+001,2.380000e+002,2.577617e+002,8.639329e+001,-1.976170e+001
1.512000e+001,2.340000e+002,2.604758e+002,8.658357e+001,-2.647579e+001
1.514000e+001,2.390000e+002,2.633099e+002,8.677180e+001,-2.430993e+001
1.516000e+001,2.520000e+002,2.662610e+002,8.695799e+001,-1.426104e+001
1.518000e+001,2.590000e+002,2.693274e+002,8.714216e+001,-1.032740e+001
1.520000e+001,2.570000e+002,2.725084e+002,8.732430e+001,-1.550838e+001
1.522000e+001,2.520000e+002,2.758043e+002,8.750442e+001,-2.380433e+001
1.524000e+001,2.510000e+002,2.792164e+002,8.768254e+001,-2.821640e+001
1.526000e+001,2.550000e+002,2.827465e+002,8.785866e+001,-2.774650e+001
1.528000e+001,2.580000e+002,2.863972e+002,8.803279e+001,-2.839717e+001
1.530000e+001,2.750000e+002,2.901715e+002,8.820494e+001,-1.517152e+001
1.532000e+001,2.860000e+002,2.940732e+002,8.837511e+001,-8.073217e+000
1.534000e+001,2.690000e+002,2.981064e+002,8.854331e+001,-2.910644e+001
1.536000e+001,2.750000e+002,3.022758e+002,8.870955e+001,-2.727584e+001
1.538000e+001,2.780000e+002,3.065866e+002,8.887384e+001,-2.858660e+001
1.540000e+001,2.760000e+002,3.110443e+002,8.903618e+001,-3.504434e+001
1.542000e+001,3.030000e+002,3.156552e+002,8.919659e+001,-1.265522e+001
1.544000e+001,2.960000e+002,3.204259e+002,8.935507e+001,-2.442591e+001
1.546000e+001,2.820000e+002,3.253636e+002,8.951162e+001,-4.336364e+001
1.548000e+001,3.070000e+002,3.304762e+002,8.966627e+001,-2.347622e+001
1.550000e+001,3.160000e+002,3.357721e+002,8.981900e+001,-1.977209e+001
1.552000e+001,3.050000e+002,3.412604e+002,8.996984e+001,-3.626037e+001
1.554000e+001,3.220000e+002,3.469510e+002,9.011879e+001,-2.495095e+001
1.556000e+001,3.360000e+002,3.528545e+002,9.026585e+001,-1.685452e+001
1.558000e+001,3.330000e+002,3.589827e+002,9.041104e+001,-2.598269e+001
1.560000e+001,3.310000e+002,3.653481e+002,9.055437e+001,-3.434809e+001
1.562000e+001,3.530000e+002,3.719645e+002,9.069583e+001,-1.896450e+001
1.564000e+001,3.490000e+002,3.788470e+002,9.083544e+001,-2.984701e+001
1.566000e+001,3.470000e+002,3.860122e+002,9.097321e+001,-3.901219e+001
1.568000e+001,3.750000e+002,3.934783e+002,9.110914e+001,-1.847833e+001
1.570000e+001,3.910000e+002,4.012657e+002,9.124324e+001,-1.026572e+001
1.572000e+001,3.890000e+002,4.093969e+002,9.137552e+001,-2.039692e+001
1.574000e+001,3.960000e+002,4.178972e+002,9.150599e+001,-2.189723e+001
1.576000e+001,4.220000e+002,4.267951e+002,9.163465e+001,-4.795066e+000
1.578000e+001,4.450000e+002,4.361226e+002,9.176152e+001,8.877413e+000
1.580000e+001,4.600000e+002,4.459163e+002,9.188660e+001,1.408369e+001
1.582000e+001,4.500000e+002,4.562179e+002,9.200989e+001,-6.217873e+000
